ObjectID,RevisitID,Reporter,OccStatus,Status,RevisitDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Abundance,InfestAcre,GrossAcre,PercentCov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Incidence,Severity,ManageStat,PopStat,RecBasis,UUID,RecSrcTyp,VisitType,PlantTreat,TreatComm,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"4245132","9411868",Park Naturalist Murphys Point Provincial Park,Detected,Positive,08-18-20,08-30-20,08-30-20,"Lanark, Ontario, Canada","  44.78290"," -76.22170",,,,1.24,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Campsite 103. Sarah Wray. Ontario Parks Naturalist. Plants scattered along the perimeter of the campsite and then some big dense patches located a few meters into the bush from the campsite. 1 big garbage bag filled from dead-heading. ,,,,Not Verified,,
"4245132","9431376",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-11-21,06-23-21,06-23-21,"Lanark, Ontario, Canada","  44.78290"," -76.22170",,,,2.47,,,,,,,,,,,,,,Unknown,Treatment,,,Sites 102-108 in Hardwood Hills - Murphys Point Provincial Park - Sarah Wray and Claire Belanger - Ontario Parks Naturalist - Dead-headed flowering plants,,,,Not Verified,,
"4754347","9321911",Park Naturalist Murphys Point Provincial Park,Detected,Treated,08-17-17,10-24-17,10-24-17,"Ottawa, Ontario, Canada","  45.05391"," -75.67870",WGS84,,,0.25,,,,,,,,,,,,,,Web Report,Treatment,,,"1.5 hours, 2.5 litres of glyphosate solution, treated by Mark Read",,,,Verified,,
"4920569","9320484",Park Naturalist Murphys Point Provincial Park,Detected,Positive,07-27-17,07-29-17,07-29-17,"Lanark, Ontario, Canada","  44.75978"," -76.23064",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Sprayed with Glyphosate,,,,Verified,,
"5181306","9411866",Park Naturalist Murphys Point Provincial Park,Detected,Positive,08-03-20,08-30-20,08-30-20,"Lanark, Ontario, Canada","  44.77009"," -76.23392",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,"McParlan Trail Site #2. Sarah Wray. Ontario Parks Naturalist. Visited, Plants in seed dead-headed. ",,,,Not Verified,,
"5181306","9431375",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-11-21,06-23-21,06-23-21,"Lanark, Ontario, Canada","  44.77009"," -76.23392",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Mcparlan Site #2- Murphys Point Provincial Park - Sarah Wray and Claire Belanger - Ontario Parks Naturalist - Dead-headed flowering plants,,,,Not Verified,,
"5181913","9321921",Park Naturalist Murphys Point Provincial Park,Detected,Treated,10-03-17,10-27-17,10-27-17,"Lanark, Ontario, Canada","  44.77205"," -76.23098",WGS84,,,0.01,,,,,,,,,,,,,,Web Report,Treatment,,,Tobi and Mark cut and gathered two garbage bags of branches with seed pods and sprayed the remaining plants with glyphosate.,,,,Verified,,
"5181913","9366900",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-24-18,06-26-18,06-26-18,"Lanark, Ontario, Canada","  44.77205"," -76.23098",WGS84,,,0.01,,,,,,,,,,,,,,Web Report,Treatment,,,Dense stand in full seed. (Peter Stranberg) ,,,,Not Verified,,
"5181913","9367339",Park Naturalist Murphys Point Provincial Park,Detected,Positive,07-21-18,07-22-18,07-22-18,"Lanark, Ontario, Canada","  44.77205"," -76.23098",WGS84,,,,,,,,,,,,,,,,,Web Report,Treatment,,,"Peter, Matt and Emma gathered half a garbage bag of flowering plants with seed pods following the spraying of Mark Read. ",,,,Not Verified,,
"5181913","9411867",Park Naturalist Murphys Point Provincial Park,Detected,Positive,08-03-20,08-30-20,08-30-20,"Lanark, Ontario, Canada","  44.77205"," -76.23098",,,,1.24,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Mcparlan Site #1. Sarah Wray. Ontario Parks Naturalist. Large infested area a couple big garbage bags full of plants were taken from dead-heading. ,,,,Not Verified,,
"5181913","9431374",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-11-21,06-23-21,06-23-21,"Lanark, Ontario, Canada","  44.77205"," -76.23098",,,,1.24,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Mcparlan Site #1 - Murphys Point Provincial Park - Sarah Wray and Claire Belanger - Ontario Parks Naturalist  - Dead-headed flowering plants,,,,Not Verified,,
"7628887","12052104",Nolan Bates ,Detected,Positive,06-10-24,06-10-24,06-13-24,"Northumberland, Ontario, Canada","  44.14965"," -77.58801",WGS84,,,0.12,64.68,,1-5%,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,"Specimen can be found occasionally in groups of 1-6, spaced out broadly in the surveyed area",06-13-24,,Reference Guide / Taxonomic Book,Not Verified,,
"7637250","11477033",Paul Abell ,Detected,Positive,08-03-23,08-03-23,08-03-23,"Simcoe, Ontario, Canada","  44.66006"," -79.97791",WGS84,,,0.01,,,5-25%,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,"612 - 614 Tiny Beaches Rd S. See the 5th photo for a delineation of the approximate extent. Whether controlled in the past, I do not know. However, the area of the infestation is much larger than when initially reported in 2018.",,,,Verified,,
"8273060","9425734",Paul Abell ,Detected,Positive,08-29-20,03-22-21,03-22-21,"Waterloo, Ontario, Canada","  43.46951"," -80.77479",,,,0.02,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,"""Abundance"" and ""Canopy closure"" (see above) don't really apply here since control of the Vincetoxicum rossicum began a few months earlier, with some being uprooted and, where almost a monculture, tarped, but a field was required to be chosen. The tarp had peeled back (due to wind) and was repaired a couple days earlier but more cinder blocks were needed and were added today. Vincetoxicum rossicum growing at the edges of the tarp and some semi-outliers (east and west of the tarped area were uprooted. The pictured seedlings were marked for control in the spring or early summer.The area with the highest concentration of V. rossicum is approximately the location of the inset rectangle within the larger one, which includes V. rossicum that varies in density. Due to the mix of other species--many indigenous and including Asclepias syrica--at the west and east sides of the tarp, those two sides were left untarped and V. rossicum is being uprooted.",,,,Not Verified,,
"8273060","9430720",Paul Abell ,Detected,Positive,06-01-21,06-03-21,06-03-21,"Waterloo, Ontario, Canada","  43.46951"," -80.77479",,,,0.02,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,"It can't be indicated above but this visit was a combination of monitoring, treatment and maintenance (of one of the treatment methods--tarping). The extent of the Vincetoxicum rossicum appears to be the same as last year but this will only fully be known during the summer. Most maturing plants, of which there were considerably less than last year, were uprooted. Seedlings, unless beside an uprooted maturing plant, were left. When discovered and at the beginning of last year, more than half of the site was growing almost a monoculture of V. rossicum. This section was covered with a black tarp-like material. Although some holes in it were patched (as before, using blue Tuck tape), since it is planned for the tarp to be removed in mid-June, complete solarization around the holes (where sunlight has entered) will be unlikely. V. rossicum that was growing through the holes was either uprooted (if it could be done without enlarging the holes significantly) or tucked under so that it can be easily seen when the tarp is removed). There are a number of small patches (< 0.25 sq m) of seedlings. These were purposely left last year for controlling this year. And there are of course some with new seedlings that weren't there last year. I scraped away the seedlings in one of these patches a few weeks ago using a garden hand rake with solid tines. There are a few new seedlings in the spot but certainly not as many as there were before raking.",,,,Not Verified,,
"8496940","9425733",Paul Abell ,Undetected,Eradicated,06-11-20,03-22-21,03-22-21,"Waterloo, Ontario, Canada","  43.48900"," -80.74993",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,"Not stated in the initial reporting, the mass of vines plant (one, fist-size root mass with sprouts) was fully uprooted at that same time. On the municipal road allowance, the observation and the Vincetoxicum rossicum's being uprooted was reported to the Township of Wellesley. The location and surrounding area is being monitored.",,,,Not Verified,,
"8496940","9430719",Paul Abell ,Undetected,Eradicated,06-03-21,06-03-21,06-03-21,"Waterloo, Ontario, Canada","  43.48900"," -80.74993",,,,,,,,,,,,,,,,Human Observation,,Web Report,Monitoring,,,"Casual monitoring. No sign of Vincetoxicum rossicum, either seedlings or mature (soon to flower) plants. The ditches on both sides of Greenwood Hill Road were monitored visually, as well. No V. rossicum was observed.",,,,Not Verified,,
"8499005","9410430",Randy Eason State of MN,Detected,Positive,08-06-20,08-06-20,08-06-20,"Scott, Minnesota, United States","  44.78019"," -93.38246",,,,0.12,,,,,,,,,,,,Human Observation,,Web Report,Monitoring,,,,,,,Verified,,
"8499005","9410548",Loni Anderson MNDOT,Detected,Positive,08-10-20,08-10-20,08-10-20,"Scott, Minnesota, United States","  44.78005"," -93.38249",WGS84,,,0.38,,,25-50%,,,,,,,,,,,iPhone,Treatment,,,Collected and bagged seed pods to be destroyed. ,,,,Verified,,
"8499005","9410714",Loni Anderson MNDOT,Detected,Treated,08-12-20,08-12-20,08-12-20,"Scott, Minnesota, United States","  44.78005"," -93.38249",WGS84,,,5,,,5-25%,,,,,,,,,,,iPhone,Treatment,,Herbicide crew sprayed area with Garlon 3A at 3% per acre. ,,,,,Verified,,
"8499005","9430769",Pamela Quigley MNDOT,Detected,Positive,06-07-21,06-07-21,06-07-21,"Scott, Minnesota, United States","  44.78005"," -93.38249",WGS84,,,0.04,,,25-50%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"8499005","9430985",Loni Anderson MNDOT,Detected,Treated,06-15-21,06-15-21,06-15-21,"Scott, Minnesota, United States","  44.78005"," -93.38249",WGS84,,,0.08,,,25-50%,,,,,,,,,,,iPhone,Treatment,,Sprayed plants with Garlon 3A at 2%. Removed as many as flowers and seed pods as possible. ,"Sprayed on June 10th, 2021.",,,,Verified,,
"8499005","10478214",Pamela Quigley MNDOT,Detected,Treated,06-02-22,06-02-22,06-02-22,"Scott, Minnesota, United States","  44.78010"," -93.38243",WGS84,,,0.09,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,"Rodeo, liberate, nu film.",,,,,Verified,,
"8499005","10602258",Loni Anderson MNDOT,Detected,Treated,07-06-22,07-06-22,07-06-22,"Scott, Minnesota, United States","  44.78010"," -93.38243",WGS84,,,0.09,,,<5%,,,,,,,,,,,iPhone,Treatment,,"Cut off flowers and seed pods. Treated with Rodeo, Choice and Liberate. ",,,,,Verified,,
"8499005","11369224",Loni Anderson MNDOT,Detected,Treated,06-05-23,06-05-23,06-05-23,"Scott, Minnesota, United States","  44.78016"," -93.38241",WGS84,,,0.29,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Verified,,
"8499005","11548078",Loni Anderson MNDOT,Detected,Treated,09-21-23,09-21-23,09-21-23,"Scott, Minnesota, United States","  44.78017"," -93.38240",WGS84,"0",,,,,5-25%,,,,,,,Treated,,Human Observation,,iPhone,Treatment,,"Treated with 1% Habitat, Choice, Reign and NuFilm. ",Removed and bagged seed pods. ,,,,Verified,,
"8499005","12051063",Loni Anderson MNDOT,Detected,Treated,06-06-24,06-07-24,06-07-24,"Scott, Minnesota, United States","  44.78019"," -93.38240",WGS84,"0",,0.45,,,5-25%,,,,,,,Treated,,Human Observation,,iPhone,Treatment,,"Flowers were pulled and plants treated with 1.3% Habitat, Choice, Reign and NuFilm. ","Plants in flower without production of pods at this time. I found a few plants mixed in with the tall grass. The majority was found along the edges and under the tree cover. Also, more found along the Creek and fencing around the culvert. ",,,,Verified,,
"8499005","12103578",Andy Winiecki ,Detected,Treated,07-24-24,07-25-24,07-25-24,"Scott, Minnesota, United States","  44.78019"," -93.38240",WGS84,"0",,0.45,,,1-5%,,,,,,,Treated,,Human Observation,,iPhone,Treatment,,"I treated the area with Water, Habitat, Choice, Reign and Nu-Film.",,,,,Verified,,
"8513730","9410006",Michael Chen ,Detected,Positive,08-02-20,08-02-20,08-02-20,"York, Ontario, Canada","  43.82632"," -79.31272",,,,0.01,,,,,,,,,,,,Human Observation,,Web Report,Monitoring,,,There was no action taken. This is an observation.,,,,Not Verified,,
"8555422","9430768",Pamela Quigley MNDOT,Detected,Positive,06-07-21,06-07-21,06-07-21,"Scott, Minnesota, United States","  44.77998"," -93.38184",WGS84,,,0.01,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,3 groupings in the area. White flags are posted by them.,,,,Not Verified,,
"8555422","9430986",Loni Anderson MNDOT,Detected,Treated,06-15-21,06-15-21,06-15-21,"Scott, Minnesota, United States","  44.77998"," -93.38184",WGS84,,,0.01,,,<5%,,,,,,,,,,,iPhone,Treatment,,Sprayed individual plants with Garlon 3A and removed flowers and seed pods. ,5 separate clusters of plants. ,,,,Not Verified,,
"8555422","10478218",Loni Anderson MNDOT,Detected,Treated,06-02-22,06-02-22,06-02-22,"Scott, Minnesota, United States","  44.78002"," -93.38178",WGS84,,,0.06,,,5-25%,,,,,,,,,,,iPhone,Treatment,,"Treated with Rodeo, Liberate and Nufilm. ",,,,,Verified,,
"8555422","10602257",Loni Anderson MNDOT,Detected,Treated,07-06-22,07-06-22,07-06-22,"Scott, Minnesota, United States","  44.78002"," -93.38178",WGS84,,,247,,,<5%,,,,,,,,,,,iPhone,Treatment,,"Cut off flowers and seed pods. Treated with Rodeo, Choice and Liberate. ",Only a handful of plants found. ,,,,Verified,,
"8555422","11369225",Loni Anderson MNDOT,Detected,Treated,06-05-23,06-05-23,06-05-23,"Scott, Minnesota, United States","  44.78002"," -93.38191",WGS84,,,0.06,,,<5%,,,,,,,,,,,iPhone,Treatment,,"Treated on 5/31/2023 with Habitat, Choice, NuFilm and Reign.",,,,,Verified,,
"8555422","11548081",Loni Anderson MNDOT,Detected,Treated,09-21-23,09-21-23,09-21-23,"Scott, Minnesota, United States","  44.78002"," -93.38191",WGS84,"0",,,,,5-25%,,,,,,,Treated,,Human Observation,,iPhone,Treatment,,"Treated with 1% Habitat, Choice, Reign and NuFilm. ",,,,,Verified,,
"8555422","12051065",Loni Anderson MNDOT,Detected,Treated,06-06-24,06-07-24,06-10-24,"Scott, Minnesota, United States","  44.77999"," -93.38195",WGS84,"0",,0.04,,,5-25%,,,,,,,Treated,,Human Observation,,iPhone,Treatment,,"Flowers were pulled and plants treated with 1.3% Habitat, Choice, Reign and NuFilm. ","Plants in flower but not producing pods. Plants found along culvert fence, tall grass on hillside going down to creek.",,,,Not Verified,,
"8567910","9430616",Park Naturalist Murphys Point Provincial Park,Detected,Positive,05-28-21,05-28-21,05-28-21,"Lanark, Ontario, Canada","  44.76708"," -76.25179",,,,0,,,,,,,,,,,,,,Unknown,Treatment,,,Rideau Trail - Murphys Point - Sarah Wray - Ontario Parks Naturalist - Dug out around 20 plants,,,,Not Verified,,
"8567911","9430617",Park Naturalist Murphys Point Provincial Park,Detected,Positive,05-28-21,05-28-21,05-28-21,"Lanark, Ontario, Canada","  44.76754"," -76.25639",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Lally - Murphys Point - Sarah Wray - Ontario Parks Naturalist - Dug out a dozen plants,,,,Not Verified,,
"8567912","9411869",Park Naturalist Murphys Point Provincial Park,Detected,Positive,08-01-20,08-30-20,08-30-20,"Lanark, Ontario, Canada","  44.77991"," -76.22723",,,,0.01,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Rideau Comfort Station DSV Site. Sarah Wray. Ontario Parks Naturalist. Revisited to dead- head seeding plants. ,,,,Not Verified,,
"8567912","9431377",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-11-21,06-23-21,06-23-21,"Lanark, Ontario, Canada","  44.77991"," -76.22723",,,,1.24,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Rideau Comfort Station- Murphys Point Provincial Park - Sarah Wray and Claire Belanger - Ontario Parks Naturalist - Dead-headed flowering plants,,,,Not Verified,,
"8567913","9431378",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-11-21,06-23-21,06-23-21,"Lanark, Ontario, Canada","  44.78040"," -76.22446",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Fallows Entrance- Murphys Point Provincial Park - Sarah Wray and Claire Belanger - Ontario Parks Naturalist - Dead-headed flowering plants,,,,Not Verified,,
"8567920","9431372",Park Naturalist Murphys Point Provincial Park,Detected,Positive,06-23-21,06-23-21,06-23-21,"Ottawa, Ontario, Canada","  45.05370"," -75.67889",,,,1.24,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Rideau River PP - Around the Cabins - Sarah Wray - Ontario Parks Naturalist - Dead-headed all flowering plants,,,,Not Verified,,
"8796636","9425817",Paul Abell ,Detected,Treated,04-06-21,04-06-21,04-06-21,"Waterloo, Ontario, Canada","  43.45014"," -80.72933",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,"8 root masses from 5 clumps were uprooted and packed out for disposal (solarization). The size of the area of the infestation will only properly be known when new growth appears, either from germination or from root masses that may have been missed today (when the stems are broken near the base, they are very challenging to see). Both might very likely be further out from where the root masses were uprooted. And the windblown seed may very likely have spread a number of metres away or even much further. ",,,,Not Verified,,
"8796636","9430450",Paul Abell ,Detected,Treated,05-25-21,05-26-21,08-02-23,"Waterloo, Ontario, Canada",,,WGS84,,,0,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,"As expected, the infested area (the population) is larger than initially observed and reported during the winter when only the dead stems were visible. During this monitoring and 'treatment' (via uprooting) visit, one maturing (present at least last year and to flower and fruit again this year) specimen was observed outside of that area and uprooted. Sparse seedlings were observed further outside of the area, as well. All observed maturing specimens (<10) were uprooted (as in Image 2) and some of the seedlings were (as in Image 3). Most seedlings, however, were left for removal at a later date when they are simpler to see. The few that were at the edge of the new, larger area were uprooted since they appeared to be outliers. The larger area was also checked for seedlings or maturing specimens, especially down the slope towards the Nith River but none were observed. The larger area will continue to be monitored during future visits.",,,,Not Verified,,
"8850598","9430615",Park Naturalist Murphys Point Provincial Park,Detected,Positive,05-28-21,05-28-21,05-28-21,"Lanark, Ontario, Canada","  44.78291"," -76.21967",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Campsite 168 - Murphys Point - Sarah Wray - Ontario Parks Naturalist - Dug out around 20 plants,,,,Not Verified,,
"8850599","9430614",Park Naturalist Murphys Point Provincial Park,Detected,Positive,05-28-21,05-28-21,05-28-21,"Lanark, Ontario, Canada","  44.77894"," -76.22458",,,,0,,,,,,,,,,,,Human Observation,,Web Report,Treatment,,,Campsite 29 - Murphys Point - Sarah Wray -Ontario Parks Naturalist. Dug out around 50 plants. ,,,,Not Verified,,
"10475332","10504280",Arielle Noonan South Nation Conservation,Detected,Treated,06-27-22,06-28-22,06-28-22,"Leeds and Grenville, Ontario, Canada","  44.90601"," -75.49038",WGS84,,,,,,,,,,,,,,,Human Observation,,Web Report,Monitoring,,,"Only 6 plants, pulled them and removed from property",,,,Not Verified,,
"10475334","10504279",Arielle Noonan South Nation Conservation,Detected,Treated,06-27-22,06-28-22,06-28-22,"Leeds and Grenville, Ontario, Canada","  44.90605"," -75.49038",WGS84,,,,,,,,,,,,,,,Human Observation,,Web Report,Monitoring,,,"Only 6 plants, pulled them out and removed them from property",,,,Not Verified,,
"10475335","10504276",Arielle Noonan South Nation Conservation,Undetected,Negative,06-27-22,06-28-22,06-28-22,"Leeds and Grenville, Ontario, Canada","  44.90626"," -75.49053",WGS84,,,,,,,,,,,,,,,Human Observation,,Web Report,Monitoring,,,No sign on DSV,,,,Not Verified,,
"10478215","10602256",Loni Anderson MNDOT,Undetected,Negative,07-06-22,07-06-22,07-06-22,"Scott, Minnesota, United States","  44.77997"," -93.38157",WGS84,,,,,,<5%,,,,,,,,,,,iPhone,Treatment,,No living plants in that area. ,,,,,Verified,,
"10478215","11369223",Loni Anderson MNDOT,Detected,Treated,06-05-23,06-05-23,06-05-23,"Scott, Minnesota, United States","  44.77995"," -93.38155",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Treatment,,"Treated on 5/31/2023 with Habitat, Choice, NuFilm and Reign.",,,,,Verified,,
"10478215","11548082",Loni Anderson MNDOT,Detected,Treated,09-21-23,09-21-23,09-21-23,"Scott, Minnesota, United States","  44.77995"," -93.38155",WGS84,"0",,,,,5-25%,,,,,,,Treated,,Human Observation,,iPhone,Treatment,,"Treated with 1% Habitat, Choice, Reign and NuFilm. ",,,,,Verified,,
"10478215","12051064",Loni Anderson MNDOT,Undetected,Eradicated,06-06-24,06-07-24,06-07-24,"Scott, Minnesota, United States","  44.77995"," -93.38155",WGS84,"0",,,,,<5%,,,,,,,Possibly Eradicated,,Human Observation,,iPhone,Monitoring/Evaluation,,,Searched in the tall grass along and under the tree cover with none found. ,,,,Verified,,
